name,multiverse_id,layout,names,mana_cost,cmc,colors,color_identity,type,supertypes,subtypes,rarity,text,flavor,artist,number,power,toughness,loyalty,variations
Wingsteed Rider,571368,normal,,{1}{W}{W},3,['W'],['W'],Creature — Human Knight,,"['Human', 'Knight']",Common,"Flying
Heroic — Whenever you cast a spell that targets Wingsteed Rider, put a +1/+1 counter on Wingsteed Rider.",Trust is the only bridle a pegasus will accept.,Cynthia Sheppard,35,2,2,,
Advanced Stitchwing,571369,normal,,{3}{U}{U},5,['U'],['U'],Creature — Zombie Horror,,"['Zombie', 'Horror']",Common,"Flying
{2}{U}, Discard two cards: Return Advanced Stitchwing from your graveyard to the battlefield tapped.","""Improvement is a consequence of practice.""
—Stitcher Geralf",Johann Bodin,36,3,4,,
Aethersnipe,571370,normal,,{5}{U},6,['U'],['U'],Creature — Elemental,,['Elemental'],Common,"When Aethersnipe enters the battlefield, return target nonland permanent to its owner's hand.
Evoke {1}{U}{U} (You may cast this spell for its evoke cost. If you do, it's sacrificed when it enters the battlefield.)",,Zoltan Boros & Gabor Szikszai,37,4,4,,
As Foretold,571371,normal,,{2}{U},3,['U'],['U'],Enchantment,,,Mythic,"At the beginning of your upkeep, put a time counter on As Foretold.
Once each turn, you may pay {0} rather than pay the mana cost for a spell you cast with mana value X or less, where X is the number of time counters on As Foretold.",,Tommy Arnold,38,,,,['3a11e7bd-85a0-5f2d-a9e2-422c99ac05b6']
Aven Initiate,571372,normal,,{3}{U},4,['U'],['U'],Creature — Bird Warrior,,"['Bird', 'Warrior']",Common,"Flying
Embalm {6}{U} ({6}{U}, Exile this card from your graveyard: Create a token that's a copy of it, except it's a white Zombie Bird Warrior with no mana cost. Embalm only as a sorcery.)",,Jakub Kasper,39,3,2,,
Body Double,571373,normal,,{4}{U},5,['U'],['U'],Creature — Shapeshifter,,['Shapeshifter'],Uncommon,You may have Body Double enter the battlefield as a copy of any creature card in a graveyard.,"""I am who I pretend to be.""",Winona Nelson,40,0,0,,
Breakthrough,571374,normal,,{X}{U},1,['U'],['U'],Sorcery,,,Uncommon,"Draw four cards, then choose X cards in your hand and discard the rest.",The ideas came flooding in so fast that they couldn't all be contained.,Raymond Swanland,41,,,,
Capture Sphere,571375,normal,,{3}{U},4,['U'],['U'],Enchantment — Aura,,['Aura'],Common,"Flash (You may cast this spell any time you could cast an instant.)
Enchant creature
When Capture Sphere enters the battlefield, tap enchanted creature.
Enchanted creature doesn't untap during its controller's untap step.",,Mark Behm,42,,,,
Consecrated Sphinx,571376,normal,,{4}{U}{U},6,['U'],['U'],Creature — Sphinx,,['Sphinx'],Mythic,"Flying
Whenever an opponent draws a card, you may draw two cards.",A curse is just another name for an unwanted blessing.,Mark Zug,43,4,6,,"['106eb1f8-1452-55cd-8bfb-7db43bc5a3ce', 'bf3e52bb-4017-5760-8db6-838ee858421d']"
Deep Analysis,571377,normal,,{3}{U},4,['U'],['U'],Sorcery,,,Common,"Target player draws two cards.
Flashback—{1}{U}, Pay 3 life. (You may cast this card from your graveyard for its flashback cost. Then exile it.)","""The specimen seems to be broken.""",Jesper Ejsing,44,,,,
Deranged Assistant,571378,normal,,{1}{U},2,['U'],['U'],Creature — Human Wizard,,"['Human', 'Wizard']",Common,"{T}, Mill a card: Add {C}. (To mill a card, put the top card of your library into your graveyard.)","""Garl, adjust the slurry dispensers. Garl, fetch more corpses. Garl, quit crying and give me your brain tissue. If he doesn't stop being so rude, I'm quitting.""",Nils Hamm,45,1,1,,
Disciple of the Ring,571379,normal,,{3}{U}{U},5,['U'],['U'],Creature — Human Wizard,,"['Human', 'Wizard']",Rare,"{1}, Exile an instant or sorcery card from your graveyard: Choose one —
• Counter target noncreature spell unless its controller pays {2}.
• Disciple of the Ring gets +1/+1 until end of turn.
• Tap target creature.
• Untap target creature.",,Clint Cearley,46,3,4,,['6514ab17-e04a-555c-aaab-9fb79c1ff5b0']
Domestication,571380,normal,,{2}{U}{U},4,['U'],['U'],Enchantment — Aura,,['Aura'],Uncommon,"Enchant creature
You control enchanted creature.
At the beginning of your end step, if enchanted creature's power is 4 or greater, sacrifice Domestication.",,Jesper Ejsing,47,,,,
Eel Umbra,571381,normal,,{1}{U},2,['U'],['U'],Enchantment — Aura,,['Aura'],Common,"Flash (You may cast this spell any time you could cast an instant.)
Enchant creature
Enchanted creature gets +1/+1.
Totem armor (If enchanted creature would be destroyed, instead remove all damage from it and destroy this Aura.)",,Howard Lyon,48,,,,
Forbidden Alchemy,571382,normal,,{2}{U},3,['U'],"['B', 'U']",Instant,,,Common,"Look at the top four cards of your library. Put one of them into your hand and the rest into your graveyard.
Flashback {6}{B} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",,David Rapoza,49,,,,
Force of Negation,571383,normal,,{1}{U}{U},3,['U'],['U'],Instant,,,Rare,"If it's not your turn, you may exile a blue card from your hand rather than pay this spell's mana cost.
Counter target noncreature spell. If that spell is countered this way, exile it instead of putting it into its owner's graveyard.","""Try, if you must.""",Paul Scott Canavan,50,,,,"['e6f88c32-1836-5add-8995-9b18d6f7b34b', '3ccbf5e8-fc80-5256-956b-6da4542397ee']"
Gifts Ungiven,571384,normal,,{3}{U},4,['U'],['U'],Instant,,,Rare,Search your library for up to four cards with different names and reveal them. Target opponent chooses two of those cards. Put the chosen cards into your graveyard and the rest into your hand. Then shuffle.,,Chris Rallis,51,,,,"['d863befe-facd-5a0e-92ae-5468fb4e4f14', '541a2ae4-d3a0-5d30-8dce-9e8c17c3dc64']"
Ingenious Skaab,571385,normal,,{2}{U},3,['U'],['U'],Creature — Zombie Horror,,"['Zombie', 'Horror']",Common,"Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)
{U}: Ingenious Skaab gets +1/-1 until end of turn.",Heads and shoulders above the rest.,Jesper Ejsing,52,2,3,,
Jeskai Elder,571386,normal,,{1}{U},2,['U'],['U'],Creature — Human Monk,,"['Human', 'Monk']",Common,"Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)
Whenever Jeskai Elder deals combat damage to a player, you may draw a card. If you do, discard a card.",,Craig J Spearing,53,1,2,,
Kasmina's Transmutation,571387,normal,,{1}{U},2,['U'],['U'],Enchantment — Aura,,['Aura'],Common,"Enchant creature
Enchanted creature loses all abilities and has base power and toughness 1/1.","""Hop away now, little Eternal. Go eat some flies.""
—Kasmina",Uriah Voth,54,,,,
Kederekt Leviathan,571388,normal,,{6}{U}{U},8,['U'],['U'],Creature — Leviathan,,['Leviathan'],Rare,"When Kederekt Leviathan enters the battlefield, return all other nonland permanents to their owners' hands.
Unearth {6}{U} ({6}{U}: Return this card from your graveyard to the battlefield. It gains haste. Exile it at the beginning of the next end step or if it would leave the battlefield. Unearth only as a sorcery.)",,Mark Hyzer,55,5,5,,['46d6c1ec-09d5-598a-b2ff-dc0a3b8d72d3']
Makeshift Mauler,571389,normal,,{3}{U},4,['U'],['U'],Creature — Zombie Horror,,"['Zombie', 'Horror']",Common,"As an additional cost to cast this spell, exile a creature card from your graveyard.","""It always amazes me what perfectly good things people throw away.""
—Ludevic, necro-alchemist",James Ryman,56,4,5,,
Mana Drain,571390,normal,,{U}{U},2,['U'],['U'],Instant,,,Mythic,"Counter target spell. At the beginning of your next main phase, add an amount of {C} equal to that spell's mana value.",Enthusiasm is no match for preparation.,Raymond Swanland,57,,,,"['a5f55cca-b38c-5e82-bb37-6c2488db16a1', '2d80ee0b-285b-5a76-88b4-e80660c58c43']"
Mana Leak,571391,normal,,{1}{U},2,['U'],['U'],Instant,,,Common,Counter target spell unless its controller pays {3}.,The fatal flaw in every plan is the assumption that you know more than your enemy.,Howard Lyon,58,,,,
Mistfire Adept,571392,normal,,{3}{U},4,['U'],['U'],Creature — Human Monk,,"['Human', 'Monk']",Uncommon,"Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)
Whenever you cast a noncreature spell, target creature gains flying until end of turn.","""The quieter the skies, the calmer the mind.""",Clint Cearley,59,3,3,,
Mulldrifter,571393,normal,,{4}{U},5,['U'],['U'],Creature — Elemental,,['Elemental'],Uncommon,"Flying
When Mulldrifter enters the battlefield, draw two cards.
Evoke {2}{U} (You may cast this spell for its evoke cost. If you do, it's sacrificed when it enters the battlefield.)",,Eric Fortune,60,2,2,,['252d5437-fa8e-547f-b4ed-9bde68d37920']
Nephalia Smuggler,571394,normal,,{U},1,['U'],['U'],Creature — Human Rogue,,"['Human', 'Rogue']",Uncommon,"{3}{U}, {T}: Exile another target creature you control, then return that card to the battlefield under your control.","""My drivers are trustworthy. I removed their tongues myself. Any other questions?""",Matt Stewart,61,1,1,,
Pull from Tomorrow,571395,normal,,{X}{U}{U},2,['U'],['U'],Instant,,,Rare,"Draw X cards, then discard a card.","""I do things in my own time.""
—Etha, initiate of Rhet crop",Sara Winters,62,,,,['57b7d10a-f859-587a-8563-3bf5832354bd']
Spell Pierce,571396,normal,,{U},1,['U'],['U'],Instant,,,Common,Counter target noncreature spell unless its controller pays {2}.,"""There's a hole in your plan.""
—Noyan Dar, Tazeem lullmage",Vance Kovacs,63,,,,['0afff012-e2bd-549d-aa18-ad6f78190cdd']
"Talrand, Sky Summoner",571397,normal,,{2}{U}{U},4,['U'],['U'],Legendary Creature — Merfolk Wizard,['Legendary'],"['Merfolk', 'Wizard']",Rare,"Whenever you cast an instant or sorcery spell, create a 2/2 blue Drake creature token with flying.","""The seas are vast, but the skies are even more so. Why be content with one kingdom when I can rule them both?""",Svetlin Velinov,64,2,2,,['3b3e5976-cd07-5f58-a3f5-082002336e9a']
Thought Scour,571398,normal,,{U},1,['U'],['U'],Instant,,,Common,"Target player mills two cards.
Draw a card.",He had glimpsed the truth of the Multiverse. Now if only he could remember it.,Julie Dillon,65,,,,['e8d67cfe-48a0-5a71-90a3-140a59d41ccd']
"Venser, Shaper Savant",571399,normal,,{2}{U}{U},4,['U'],['U'],Legendary Creature — Human Wizard,['Legendary'],"['Human', 'Wizard']",Rare,"Flash
When Venser, Shaper Savant enters the battlefield, return target spell or permanent to its owner's hand.",His marvels of artifice pale in comparison to the developing machinery of his mind.,Aleksi Briclot,66,2,2,,['dcac458a-9e3c-5856-9584-f94777a60449']
Wash Out,571400,normal,,{3}{U},4,['U'],['U'],Sorcery,,,Uncommon,Return all permanents of the color of your choice to their owners' hands.,"""It's not the darkness I fear but dull and numbing shades of gray.""
—Sydri, galvanic genius",Steven Belledin,67,,,,
Balustrade Spy,571401,normal,,{3}{B},4,['B'],['B'],Creature — Vampire Rogue,,"['Vampire', 'Rogue']",Common,"Flying
When Balustrade Spy enters the battlefield, target player reveals cards from the top of their library until they reveal a land card, then puts those cards into their graveyard.",,Jaime Jones,68,2,3,,
Bitterblossom,571402,normal,,{1}{B},2,['B'],['B'],Tribal Enchantment — Faerie,,['Faerie'],Mythic,"At the beginning of your upkeep, you lose 1 life and create a 1/1 black Faerie Rogue creature token with flying.","In Lorwyn's brief evenings, the sun pauses at the horizon long enough for a certain species of violet to bloom with the fragrance of mischief.",Rebecca Guay,69,,,,['e58c9de1-7a3e-5cda-9450-f3cba35de613']
Blood Artist,571403,normal,,{1}{B},2,['B'],['B'],Creature — Vampire,,['Vampire'],Uncommon,"Whenever Blood Artist or another creature dies, target player loses 1 life and you gain 1 life.","""Vanya Falkenrath's paintings are astonishing. How does she manage to achieve such rich crimson hues?""
—Stefan, art critic",LA Draws,70,0,1,,['b0f2b7f2-459e-5912-93c5-c6e9825ea7f2']
Bloodflow Connoisseur,571404,normal,,{2}{B},3,['B'],['B'],Creature — Vampire,,['Vampire'],Common,Sacrifice a creature: Put a +1/+1 counter on Bloodflow Connoisseur.,"""Death not for survival but for vanity and pleasure? This is the decadence I sought to curb.""
—Sorin Markov",Slawomir Maniak,71,1,1,,
Carrier Thrall,571405,normal,,{1}{B},2,['B'],['B'],Creature — Vampire,,['Vampire'],Common,"When Carrier Thrall dies, create a 1/1 colorless Eldrazi Scion creature token. It has ""Sacrifice this creature: Add {C}.""","""Later we will mourn those we have lost. First we must end their suffering.""
—Drana, Kalastria bloodchief",Lius Lasahido,72,2,1,,
Damnation,571406,normal,,{2}{B}{B},4,['B'],['B'],Sorcery,,,Rare,Destroy all creatures. They can't be regenerated.,,Kev Walker,73,,,,"['7d23e27f-35e5-5324-975c-61e7d854fe5f', 'f19a8eab-60fa-5ff2-88e2-35c9fbbdfde0']"
Disfigure,571407,normal,,{B},1,['B'],['B'],Instant,,,Common,Target creature gets -2/-2 until end of turn.,"""Brave scar or unfortunate tale? It all depends on your pain threshold.""",Justin Sweet,74,,,,
Eyeblight's Ending,571408,normal,,{2}{B},3,['B'],['B'],Tribal Instant — Elf,,['Elf'],Common,Destroy target non-Elf creature.,"""Those without beauty are Lorwyn's greatest tumor. The winnowers have an unpleasant duty, but a necessary one.""
—Eidren, perfect of Lys Alana",Ron Spears,75,,,,
Go for the Throat,571409,normal,,{1}{B},2,['B'],['B'],Instant,,,Uncommon,Destroy target nonartifact creature.,Having flesh is increasingly a liability on Mirrodin.,David Rapoza,76,,,,
Graveblade Marauder,571410,normal,,{2}{B},3,['B'],['B'],Creature — Human Warrior,,"['Human', 'Warrior']",Uncommon,"Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.)
Whenever Graveblade Marauder deals combat damage to a player, that player loses life equal to the number of creature cards in your graveyard.",,Jason Rainville,77,1,4,,
Gravecrawler,571411,normal,,{B},1,['B'],['B'],Creature — Zombie,,['Zombie'],Rare,"Gravecrawler can't block.
You may cast Gravecrawler from your graveyard as long as you control a Zombie.","""Innistrad's ghoulcallers are talented enough, but let me show you what someone with real power can create.""
—Liliana Vess",Steven Belledin,78,2,1,,['d67721f8-6719-54d0-ade6-70131c927ed0']
Imperial Seal,571412,normal,,{B},1,['B'],['B'],Sorcery,,,Mythic,"Search your library for a card, then shuffle and put that card on top. You lose 2 life.","""Your presence at the palace this evening is required.""
—Letter from Queen Marchesa",Milivoj Ćeran,79,,,,"['cc50fdf0-d575-5706-8437-8cbf0eb2de6a', '0ee631d7-2b00-56c9-ab26-87394e91cdac']"
Inquisition of Kozilek,571413,normal,,{B},1,['B'],['B'],Sorcery,,,Uncommon,Target player reveals their hand. You choose a nonland card from it with mana value 3 or less. That player discards that card.,You will scream out your innermost secrets just to make it stop.,Tomasz Jedruszek,80,,,,['05adc052-5d16-5435-a6d4-8e264523673d']
"Liliana, the Last Hope",571414,normal,,{1}{B}{B},3,['B'],['B'],Legendary Planeswalker — Liliana,['Legendary'],['Liliana'],Mythic,"[+1]: Up to one target creature gets -2/-1 until your next turn.
[−2]: Mill two cards, then you may return a creature card from your graveyard to your hand.
[−7]: You get an emblem with ""At the beginning of your end step, create X 2/2 black Zombie creature tokens, where X is two plus the number of Zombies you control.""",,Jaime Jones,81,,,3,"['d0d78dd8-cbe2-5387-8433-5ce7e4ef0d11', 'f93cadb6-5cd4-5b3b-a374-c44c57cd1c01', '001e28fe-5bc1-57ef-9814-adc1195a297b']"
Liliana's Elite,571415,normal,,{2}{B},3,['B'],['B'],Creature — Zombie,,['Zombie'],Common,Liliana's Elite gets +1/+1 for each creature card in your graveyard.,"""You have to admit, Gideon—he has great form.""
—Liliana Vess",Deruchenko Alexander,82,1,1,,
Necrotic Ooze,571416,normal,,{2}{B}{B},4,['B'],['B'],Creature — Ooze,,['Ooze'],Rare,"As long as Necrotic Ooze is on the battlefield, it has all activated abilities of all creature cards in all graveyards.","""To death all must go, and so in death lies ultimate power.""
—Geth, Lord of the Vault",James Ryman,83,4,3,,['de1692f6-ee16-51c5-b275-dfa2cb878753']
"Ob Nixilis, Unshackled",571417,normal,,{4}{B}{B},6,['B'],['B'],Legendary Creature — Demon,['Legendary'],['Demon'],Rare,"Flying, trample
Whenever an opponent searches their library, that player sacrifices a creature and loses 10 life.
Whenever another creature dies, put a +1/+1 counter on Ob Nixilis, Unshackled.",,Karl Kopinski,84,4,4,,['33172601-a444-5d49-814c-f997a51755e9']
Oona's Prowler,571418,normal,,{1}{B},2,['B'],['B'],Creature — Faerie Rogue,,"['Faerie', 'Rogue']",Rare,"Flying
Discard a card: Oona's Prowler gets -2/-0 until end of turn. Any player may activate this ability.","Deep in Glen Elendra blossoms Oona, queen of the faeries, nourished by secrets and pollinated by stolen dreams.",Wayne Reynolds,85,3,1,,['8a5b964f-b146-5894-8ef5-8c3a32191392']
Scion of Darkness,571419,normal,,{5}{B}{B}{B},8,['B'],['B'],Creature — Avatar,,['Avatar'],Uncommon,"Trample
Whenever Scion of Darkness deals combat damage to a player, you may put target creature card from that player's graveyard onto the battlefield under your control.
Cycling {3} ({3}, Discard this card: Draw a card.)",,Mark Zug,86,6,6,,
